timestamp,oil_temp_c
2026-06-18 11:20:00,92.2348
2026-06-18 11:40:00,92.2167
2026-06-18 12:00:00,91.9808
2026-06-18 12:20:00,91.6372
,
2026-06-19 07:20:00,42.9704
2026-06-19 07:40:00,68.4158
2026-06-19 08:00:00,83.6092
2026-06-19 08:20:00,88.8563
,
2026-06-19 10:00:00,48.1714
2026-06-19 10:20:00,66.74
2026-06-19 10:40:00,83.3875
2026-06-19 11:00:00,88.9608
2026-06-19 11:20:00,90.9827
,
2026-06-19 12:00:00,80.2104
2026-06-19 12:20:00,87.1469
,
2026-06-19 13:20:00,91.6115
2026-06-19 13:40:00,91.8033
2026-06-19 14:00:00,91.9074
,
2026-06-20 07:40:00,41.25
2026-06-20 08:00:00,65.9325
2026-06-20 08:20:00,82.8392
2026-06-20 08:40:00,88.6217
2026-06-20 09:00:00,90.5758
2026-06-20 09:20:00,91.4967
2026-06-20 09:40:00,91.6867
,
2026-06-20 10:00:00,78.565
2026-06-20 10:20:00,86.0642
2026-06-20 10:40:00,89.5197
,
2026-06-20 11:20:00,90.98
2026-06-20 11:40:00,91.6892
2026-06-20 12:00:00,91.9675
2026-06-20 12:20:00,92.1158
2026-06-20 12:40:00,91.73
,
2026-06-21 06:00:00,48.7345
2026-06-21 06:20:00,74.2392
2026-06-21 06:40:00,86.0192
2026-06-21 07:00:00,90.0167
2026-06-21 07:20:00,91.1667
2026-06-21 07:40:00,91.4833
,
2026-06-21 09:00:00,57.1685
2026-06-21 09:20:00,75.4942
2026-06-21 09:40:00,83.6
,
2026-06-21 10:00:00,90.925
2026-06-21 10:20:00,91.3883
2026-06-21 10:40:00,91.4633
2026-06-21 11:00:00,91.5684
,
2026-06-22 08:20:00,54.3574
2026-06-22 08:40:00,78.1775
2026-06-22 09:00:00,87.185
2026-06-22 09:20:00,89.7273
,
2026-06-22 09:20:00,90.2
2026-06-22 09:40:00,90.8358
2026-06-22 10:00:00,91.3108
2026-06-22 10:20:00,91.5767
2026-06-22 10:40:00,91.73
2026-06-22 11:00:00,91.43
2026-06-22 11:20:00,91.875
2026-06-22 11:40:00,92.1109
,
2026-06-23 08:00:00,57.9142
2026-06-23 08:20:00,80.6825
2026-06-23 08:40:00,88.3242
2026-06-23 09:00:00,90.61
2026-06-23 09:20:00,91.4879
,
2026-06-23 09:40:00,92.8125
2026-06-23 10:00:00,92.4475
2026-06-23 10:20:00,92.0925
2026-06-23 10:40:00,92.05
2026-06-23 11:00:00,92.0817
2026-06-23 11:20:00,91.9358
2026-06-23 11:40:00,91.8667
2026-06-23 12:00:00,91.5958
2026-06-23 12:20:00,91.599
,
2026-06-24 08:20:00,51.175
2026-06-24 08:40:00,75.47
2026-06-24 09:00:00,86.5558
2026-06-24 09:20:00,89.8508
2026-06-24 09:40:00,91.2558
2026-06-24 10:00:00,91.5729
,
2026-06-24 12:00:00,51.5786
2026-06-24 12:20:00,71.8517
2026-06-24 12:40:00,85.335
2026-06-24 13:00:00,89.2484
,
2026-06-24 14:20:00,91.7
2026-06-24 14:40:00,91.925
2026-06-24 15:00:00,92.011
,
2026-06-25 07:20:00,51.4526
2026-06-25 07:40:00,74.2458
2026-06-25 08:00:00,85.6708
2026-06-25 08:20:00,89.2942
2026-06-25 08:40:00,90.95
2026-06-25 09:00:00,91.4
,
2026-06-25 11:00:00,59.9461
2026-06-25 11:20:00,79.0342
2026-06-25 11:40:00,86.1353
,
2026-06-25 12:00:00,90.6333
2026-06-25 12:20:00,90.94
2026-06-25 12:40:00,91.435
2026-06-25 13:00:00,91.9
2026-06-25 13:20:00,91.8227
,
2026-06-26 07:20:00,46.2924
2026-06-26 07:40:00,71.485
2026-06-26 08:00:00,85.3042
2026-06-26 08:20:00,89.8617
2026-06-26 08:40:00,91.0308
2026-06-26 09:00:00,91.7583
,
2026-06-26 10:00:00,70.7859
2026-06-26 10:20:00,82.8917
2026-06-26 10:40:00,89.1408
2026-06-26 11:00:00,90.8417
,
2026-06-26 12:00:00,91.5094
2026-06-26 12:20:00,91.5933
2026-06-26 12:40:00,91.6633
2026-06-26 13:00:00,91.7159
,
2026-06-27 06:40:00,31.45
2026-06-27 07:00:00,55.68
2026-06-27 07:20:00,79.56
