timestamp,fuel_rate_lph
2026-06-25 07:40:00,1.3462
2026-06-25 08:00:00,3.8983
2026-06-25 08:20:00,4.1058
2026-06-25 08:40:00,4.4322
2026-06-25 09:00:00,0.53
,
2026-06-25 11:00:00,3.4362
2026-06-25 11:20:00,3.5664
2026-06-25 11:40:00,4.6724
,
2026-06-25 12:00:00,3.77
2026-06-25 12:20:00,2.2612
2026-06-25 12:40:00,2.9987
2026-06-25 13:00:00,4.2227
2026-06-25 13:20:00,1.3048
,
2026-06-26 07:20:00,3.4026
2026-06-26 07:40:00,4.602
2026-06-26 08:00:00,4.7778
2026-06-26 08:20:00,3.8199
2026-06-26 08:40:00,3.6888
2026-06-26 09:00:00,3.346
,
2026-06-26 10:00:00,3.7458
2026-06-26 10:20:00,4.8135
2026-06-26 10:40:00,4.8782
2026-06-26 11:00:00,4.2389
,
2026-06-26 12:00:00,4.2151
2026-06-26 12:20:00,4.6768
2026-06-26 12:40:00,4.97
2026-06-26 13:00:00,2.9944
,
2026-06-27 06:40:00,2.7433
2026-06-27 07:00:00,4.1042
2026-06-27 07:20:00,4.2338
2026-06-27 07:40:00,3.7088
2026-06-27 08:00:00,5.8148
2026-06-27 08:20:00,3.5201
,
2026-06-27 09:40:00,3.4822
2026-06-27 10:00:00,3.1763
2026-06-27 10:20:00,4.0781
,
2026-06-27 11:00:00,5.292
2026-06-27 11:20:00,5.0765
2026-06-27 11:40:00,3.9551
,
2026-06-28 06:20:00,6.2925
2026-06-28 06:40:00,4.6898
2026-06-28 07:00:00,2.5306
2026-06-28 07:20:00,4.6028
2026-06-28 07:40:00,3.161
2026-06-28 08:00:00,2.6777
,
2026-06-28 10:00:00,4.0521
2026-06-28 10:20:00,2.4632
2026-06-28 10:40:00,4.2238
,
2026-06-28 11:40:00,3.0875
2026-06-28 12:00:00,4.5833
2026-06-28 12:20:00,3.3959
,
2026-06-29 06:00:00,5.1573
2026-06-29 06:20:00,3.7223
2026-06-29 06:40:00,5.6645
2026-06-29 07:00:00,3.2908
2026-06-29 07:20:00,3.8203
2026-06-29 07:40:00,3.3471
,
2026-06-29 08:40:00,2.9617
2026-06-29 09:00:00,4.6419
2026-06-29 09:20:00,4.2915
,
2026-06-29 10:20:00,3.8428
2026-06-29 10:40:00,3.5316
,
2026-06-30 07:20:00,5.258
2026-06-30 07:40:00,4.4109
2026-06-30 08:00:00,4.6423
2026-06-30 08:20:00,4.0472
2026-06-30 08:40:00,3.3142
2026-06-30 09:00:00,4.1185
,
2026-06-30 10:00:00,4.4546
2026-06-30 10:20:00,5.2942
2026-06-30 10:40:00,6.0595
,
2026-06-30 12:20:00,2.6144
2026-06-30 12:40:00,3.2863
,
2026-07-01 06:20:00,4.3926
2026-07-01 06:40:00,3.937
2026-07-01 07:00:00,3.6241
2026-07-01 07:20:00,5.0563
2026-07-01 07:40:00,3.1488
,
2026-07-01 08:20:00,4.8224
2026-07-01 08:40:00,3.2409
2026-07-01 09:00:00,3.6557
,
