timestamp,runtime_min
2026-06-23 11:20:00,219.8333
2026-06-23 11:40:00,239.8333
2026-06-23 12:00:00,259.8333
2026-06-23 12:20:00,276.6667
,
2026-06-24 08:20:00,13.8333
2026-06-24 08:40:00,33.8333
2026-06-24 09:00:00,53.8333
2026-06-24 09:20:00,73.8333
2026-06-24 09:40:00,93.8333
2026-06-24 10:00:00,101.8333
,
2026-06-24 12:00:00,6.8333
2026-06-24 12:20:00,26.8333
2026-06-24 12:40:00,46.8333
2026-06-24 13:00:00,57.5
,
2026-06-24 14:20:00,146.8333
2026-06-24 14:40:00,166.8333
2026-06-24 15:00:00,179.0
,
2026-06-25 07:20:00,12.8333
2026-06-25 07:40:00,32.8333
2026-06-25 08:00:00,52.8333
2026-06-25 08:20:00,72.8333
2026-06-25 08:40:00,92.8333
2026-06-25 09:00:00,93.0
,
2026-06-25 11:00:00,14.6667
2026-06-25 11:20:00,34.6667
2026-06-25 11:40:00,40.3333
,
2026-06-25 12:00:00,74.6667
2026-06-25 12:20:00,94.6667
2026-06-25 12:40:00,114.6667
2026-06-25 13:00:00,134.6667
2026-06-25 13:20:00,142.0
,
2026-06-26 07:20:00,10.8333
2026-06-26 07:40:00,30.8333
2026-06-26 08:00:00,50.8333
2026-06-26 08:20:00,70.8333
2026-06-26 08:40:00,90.8333
2026-06-26 09:00:00,108.8333
,
2026-06-26 10:00:00,12.8333
2026-06-26 10:20:00,32.8333
2026-06-26 10:40:00,52.8333
2026-06-26 11:00:00,68.8333
,
2026-06-26 12:00:00,132.8333
2026-06-26 12:20:00,152.8333
2026-06-26 12:40:00,172.8333
2026-06-26 13:00:00,183.3333
,
2026-06-27 06:40:00,0.8333
2026-06-27 07:00:00,20.8333
2026-06-27 07:20:00,40.8333
2026-06-27 07:40:00,60.8333
2026-06-27 08:00:00,80.8333
2026-06-27 08:20:00,97.0
,
2026-06-27 09:40:00,15.6667
2026-06-27 10:00:00,35.6667
2026-06-27 10:20:00,55.3333
,
2026-06-27 11:00:00,95.6667
2026-06-27 11:20:00,115.6667
2026-06-27 11:40:00,129.6667
,
2026-06-28 06:20:00,1.8333
